,type,title,year,month,id,genre,score,directores,guionistas,actores,resumen,sinopsis,duracion
58,movie,Bastar: The Naxal Story,2024.0,3.0,tt28221135,Drama,6.4,"['Sudipto Sen', 'Vipul Amrutlal Shah']","['Amarnath Jha', 'Sudipto Sen', 'Vipul Amrutlal Shah']","['Adah Sharma', 'Shah Zain Alam', 'Purnendu Bhattacharya']",Based on the real-life incidents of Naxals in Chattisgarh - The Bastar rebellion broke out in 1910 in present day Chattisgarh.,,124.0
59,movie,Sous le vent des Marquises,2024.0,1.0,tt28244012,Drama,5.6,['Pierre Godeau'],"['Pierre Godeau', 'Agnès de Sacy']","['François Damiens', 'Salomé Dewaels', 'Roman Kolinka']","When Alain Brel is supposed to play, his fate mixes with that of the artist. This encounter brings him closer to his daughter and turns his life upside down",,91.0
60,movie,Jesus,2024.0,6.0,tt28354262,Drama,7.6,['Joseph Josselyn'],[],"['Gideon Firl', 'Hawal Abdullah', 'Az Alvarez']",La historia de Dios es imparable cuando está en el idioma central de un grupo de personas. La película Jesús de Deaf Missions utiliza cantantes nativos para dar vida a la historia de Jesús desde una perspectiva sorda para un público sordo.,,147.0
61,movie,Rode College,2024.0,6.0,tt28350704,Drama,6.4,['Happy Rode'],"['Happy Rode', 'Jatin Verma']","['Manav Vij', 'Suvinder Vicky', 'Yograj Singh']","When an intelligence officers steps into the world of Rode College, student leaders turn against a corrupt politician who has been manipulating the college's youth for two generations for his own political gains. Inspired from True Events.",,168.0
62,movie,Patang,2024.0,2.0,tt28369831,Drama,,['Prem Singh Sidhu'],['Jassi Lokha'],"['Balwinder Bullet', 'Madam Kulwant Khurmi', 'Jassi Lokha']",,,
63,movie,Pratinidhi 2,2024.0,5.0,tt28479388,Drama,7.7,['Murthy Devagupthapu'],[],"['Ajay', 'Sachin Khedekar', 'Jisshu Sengupta']","CEO of NNC Chai exposes political corruption. When Chief Minister Prajapati is implicated in a shocking incident, Chai becomes the prime suspect.",,135.0
64,movie,Terrificman,2024.0,2.0,tt28510504,Drama,,['Samuel Hendrian'],['Samuel Hendrian'],"['Ahmed Alabdi', 'Gwendolyn Année', 'Zach Battaglia']","After acquiring hyper-empathetic abilities from a mysterious batch of cookie dough, a grieving writer goes out on the streets of Los Angeles and attempts to help other lonely/depressed people, haunted by his father's recent and unexpected suicide.",,88.0
65,movie,Weapons of Warfare,2024.0,2.0,tt28539356,Drama,,['Quincy Trent'],['Quincy Trent'],"['Crichandra Trent', 'Ronnie Hudson II', 'Jeremy Jones']","When a Pastor in the community begins to see the neighborhood deteriorating due to the release of neighborhood gang leader ""Floss"" from prison, the pastor, Floss and the neighborhood fight to prove who the neighborhood really belongs to. Floss or GOD. As they battle it out to the... Leer todo",,64.0
66,movie,Sheriff: Narko Integriti,2024.0,4.0,tt28547912,Drama,6.9,['Syafiq Yusof'],"['Yusof Haslam', 'Nazifdin Nasrudin', 'Syafiq Yusof']","['Zul Ariffin', 'Syafiq Kyle', 'Aaron Aziz']","Sheriff y Nazri, agentes de policía, se unen contra Tony, un mortífero capo de la droga que dirige un letal sindicato de la metanfetamina.",,133.0
67,movie,Why Me?,2024.0,6.0,tt28642513,Drama,,['Kwesi Gyamfi'],['Kwesi Gyamfi'],"['Jay Eseyoma', 'Arthur Kyle', 'Chisom Olisakwe']",,,
68,movie,Killer - The Hunt,2024.0,7.0,tt28677683,Drama,,['Nadiin'],['Nadiin'],"['Abhinivesh', 'Nadiin', 'Surendran.A.P']",Micheal (The Protoganist) is in the mission to kill Amon (The Antogonist),,
69,movie,O Auto da Compadecida 2,2024.0,12.0,tt28696532,Drama,,"['Guel Arraes', 'Flávia Lacerda']","['Guel Arraes', 'João Falcão', 'Adriana Falcão']","['Selton Mello', 'Matheus Nachtergaele', 'Kauã Rodriguez']","After 20 years missing, João Grilo returns to Taperoá to join his old friend Chicó and, after his story of resurrection spreads, he is disputed as an electoral candidate by the two most powerful politicians in the city.",,104.0
70,movie,The Clean Up,2024.0,5.0,tt28702491,Drama,,['Felicia Rivers'],['Felicia Rivers'],"['Mike Ajide', 'Chelle Alexis', 'Crystal Beharry']",,,
71,movie,When Fucking Spring is in the Air,2024.0,2.0,tt28756749,Drama,6.1,['Danyael Sugawara'],"['Danyael Sugawara', 'Heleen Suèr']","['Ada Szczepaniak', 'Nadine Ignas', 'Cezary Lukaszewicz']","Es una película de carretera optimista sobre Kasia, una rebelde de 17 años, y su familia inútil.",,112.0
72,movie,Pozyvnoy «Passazhir»,2024.0,3.0,tt28778274,Drama,4.8,['Ilya Kazankov'],"['Ilya Kazankov', 'Aleksandr Prokhanov']","['Lyubov Bakhankova', 'Maksim Derichev', 'Aleksey Dmitriev']","The young gifted artist Ryabinin cannot stay away from the conflict in Donbass; he leaves his beloved girl in Moscow, a well-fed and calm life, and leaves for the civil war as a militia to capture the tragic events of Russian history and express feelings that only aroused anger i... Leer todo",,101.0
73,movie,Vietnam Story,2024.0,2.0,tt28820560,Drama,,"['Tomiya Hills', 'Thomas McKenna']","['Huynh Vu Minh Khue', 'Thomas McKenna', 'Trong Hieu Nguyen']","['Huynh Vu Minh Khue', 'Trong Hieu Nguyen']","A cinematic impression of Vietnam, told through the eyes of Vietnamese immigrants.",,
74,movie,Komandir,2024.0,2.0,tt28940336,Drama,6.4,"['Aleksandr Guryanov', 'Timur Khvan']","['Aleksandr Guryanov', 'Tatyana Guryanova', 'Timur Khvan']","['Valeriy Afanasev', 'Vadim Andreev', 'Evgeniy Antonov']","A boy from a remote village overcomes wartime hardships and post-war devastation to establish the Group A anti-terrorist unit, later known as Alpha Group, tracing his journey from a fatherless childhood to founding an elite force.",,131.0
75,movie,Zoloto Umalty,2024.0,4.0,tt28940477,Drama,5.0,['Andrey Bogatyrev'],"['Andrey Bogatyrev', 'Mikhail Degtyaryov', 'Olga Pogodina-Kuzmina']","['Marat Abdrakhimov', 'Daulet Abdygaporov', 'Evgeniy Antropov']","Robbers in shamanic masks attack the convoy and steal 40 pounds of gold. The St. Petersburg gold miner accuses the nomadic Tungus tribe, recruits a detachment of thugs to return the stolen goods and take revenge, but not only he has prospects for gold.",,109.0
76,movie,Death of a Mule,2024.0,5.0,tt29000967,Drama,,['Ankit Singha'],['Ankit Singha'],"['Prakash Shaw', 'Arpan Dutta', 'Deep Nigam']","Two friends navigate the highs and lows of their artistic pursuits, facing setbacks and rejections along the way. Amidst their journey, they encounter visions of a mule.",,
77,movie,We've Been Here Before,2024.0,2.0,tt29001576,Drama,,['Kanta Igawa'],['Kanta Igawa'],"['Taz Fuke', 'Asuka Minato', 'Riina Shiono']",,,
78,movie,Leap,2024.0,5.0,tt29001713,Drama,,['Christopher Tempel'],['Christopher Tempel'],"['Annalise Cook', 'Steve Gee', 'McKenna Munden']","Blake was born and raised Catholic, but when he reunites with his high school sweetheart, they begin to study the Bible together and find themselves fleeing for their lives from his own family as they await the Second Coming of Jesus.",,
79,movie,Chao bang ming mo,2024.0,2.0,tt29040531,Drama,,['Joyce Lee'],[],"['Abigail Chay', 'Sonia Chew', 'Huifang Hong']",,,125.0
80,movie,Taboo,2024.0,6.0,tt29062189,Drama,7.5,['Saeed Orokzai'],[],"['Ali Orokzai', 'Lily Kerrigan', 'Chris Miller']",,,
81,movie,Misantropia,2024.0,4.0,tt29089987,Drama,,['L. Cinema'],['L. Cinema'],"['Isabela Lachi', 'Guilherme Freire', 'Eduarda Caroline']",A young woman surrounded by loved ones notices a drastic change in herself after a tragic event.,,
82,movie,Le fil,2024.0,9.0,tt29102598,Drama,6.8,['Daniel Auteuil'],"['Daniel Auteuil', 'Steven Mitz', 'Jean-Yves Moyart']","['Daniel Auteuil', 'Grégory Gadebois', 'Sidse Babett Knudsen']","Un hombre es acusado de asesinar a su esposa. Su abogado debe defenderlo contra viento y marea, y especialmente contra sí mismo.",,115.0
83,movie,Kill Em with A Smile,2024.0,5.0,tt29138603,Drama,3.7,['Felicia Rivers'],['Felicia Rivers'],"['Elaine Aikens', 'Mike Ajide', 'Charity Lovely Badazz Alston']",,,
84,movie,Razakar: The Silent Genocide of Hyderabad,2024.0,4.0,tt29224742,Drama,7.9,['Yaata Satyanarayana'],"['Ritesh Rajwada', 'Yaata Satyanarayana']","['Raj Arjun', 'Bobby Simha', 'Anasuya Bharadwaj']",Revolves around the Hyderabad Liberation Movement of 1948. Capture the struggles of Telangana and its people in the early days of Independence to reclaim their religion and identity in the face of military and political oppression.,,166.0
85,movie,"Jeunesse, mon amour",2024.0,5.0,tt29245495,Drama,5.4,['Léo Fontaine'],['Léo Fontaine'],"['Manon Bresch', 'Matthieu Lucci', 'Dimitri Decaux']","After several years, a group of young adults meets again. The days of high school are over, but friends try to rekindle the spirit and bonds.",,71.0
86,movie,Lyubov so vtorogo vzglyada,2024.0,3.0,tt29261187,Drama,4.9,"['Vasiliy Kutsenko', 'Olzhas Nurbay']","['Arystan Kaunev', 'Mariya Maslova', 'Kuat Sadykov']","['Milos Bikovic', 'Aziz Beyshenaliev', 'Regina Todorenko']","Danila and Olesya are a couple in crisis who don't know what to do with their marriage. Spouses create fictitious accounts on a dating app and start communicating with other people, without even realizing that they are having a dialogue with each other. Will they be able to save ... Leer todo",,97.0
87,movie,Uralochka,2024.0,12.0,tt29261276,Drama,8.2,['Mikhail Raskhodnikov'],"['Sofya Ivanova', 'Aleksandr Kuzminov', 'Mikhail Raskhodnikov']","['Valeriya Astapova', 'Roman Kurtsyn', 'Aleksandr Gorbatov']","The capital's little thing Lana, in order to save her career, goes to the North instead of a hot vacation. There she gets involved in an adventure from which only the truck driver Grisha can save her - a rude lout who loves nothing except his Ural truck. In their joint journey-ch... Leer todo",,95.0
88,movie,Sem chyornykh bumag,2024.0,5.0,tt29261307,Drama,6.7,['Anatoliy Koliyev'],"['Mikhail Bulkaty', 'Alan Koliev', 'Anatoliy Koliyev']","['Zita Latsoeva', 'Ilya Lykov', 'Soslan Bitarov']","1942. High mountain village in North Ossetia. All the men have gone to war, and their families fearfully await news from the front. When funerals begin to arrive at neighbors houses and deprive people of all hope, two brothers persuade the postman to hide the ""black papers"" until... Leer todo",,96.0
89,movie,Emotions of a Murder,2024.0,1.0,tt29265463,Drama,6.0,['Nakia T Hamilton'],['Nakia T Hamilton'],"['Chuck Allen', 'Rese Cheri', 'Malachi E. Hamilton']",This film takes a cinematic perspective to show you how violence impacts more than just the victim.,,80.0
90,movie,Dong wu yuan li you shen me?,2024.0,1.0,tt29307747,Drama,4.4,"[""Bei'er Bao""]","['Chengwei Song', 'Peng Zhang']","[""Bei'er Bao"", 'Yuan Chang', 'Bing Jia']","Shi Tu, a migrant worker, suddenly takes over a zoo that is on the brink of closure. He tries to complete a bizarre zoo business plan with his quirky employees.",,96.0
91,movie,Kudi Haryane Val Di,2024.0,6.0,tt29309965,Drama,6.2,['Rakesh Dhawan'],['Rakesh Dhawan'],"['Ammy Virk', 'Sonam Bajwa', 'Ajay Hooda']","A Punjabi man uninterested in wrestling falls for a Haryanvi woman passionate about the sport. He strives to embrace her love for wrestling, to win her heart.",,162.0
92,movie,Innocent Shots,2024.0,1.0,tt29332069,Drama,1.1,['King JBoi'],"[""Jeremy D'Juan Carr""]","['Brandon Bell', 'Raniqua English', ""De'Andrae Freeman""]","Lake and Bobby are cousins who have been hustling since teenagers working for Jay, Bobby's plug. However, Bobby meets a girl and decides to clean up his life to pursue his passion as a photographer. This begins the feud.",,
93,movie,Joy Lane,2024.0,3.0,tt29346986,Drama,,"['Maurandis Berger', 'Sheneefah Johnson']",['Maurandis Berger'],"['Brandon Bell', 'Maurandis Berger', 'Danielle Burcham']",Joy Lane is the true story of a Cleveland Ohio case worker turned savage killer Steve Stephens.,,
94,movie,The Future Soul,2024.0,9.0,tt29348391,Drama,,"['Carlos ""Los2k6"" Smith II']","['Carlos ""Los2k6"" Smith II']","['Lasean Rice Jr.', 'Lakeshia Monae', 'Todd Jackson Jr.']","A once prominent figure in the entertainment business, Andre loses his credibility due to being exposed of his secrets. Out of desperation, he teams up with the state's best science crew to do the impossible, creating even more issues.",,139.0
95,movie,Everybody Loves Touda,2024.0,12.0,tt29359373,Drama,7.0,['Nabil Ayouch'],"['Nabil Ayouch', 'Maryam Touzani']","['Nisrin Erradi', 'Joud Chamihy', 'Jalila Talemsi']","Touda es una jeque, una cantante tradicional marroquí. Actuando en los bares de su ciudad bajo la mirada de los hombres, planea partir hacia las luces de Casablanca, para obtener reconocimiento y garantizar un futuro mejor para su hijo.",,102.0
96,movie,Bunny & Clive,2024.0,6.0,tt29372059,Drama,,['Amiri Koronz Thompson'],['Amiri Koronz Thompson'],"['Josiah Bennetone', 'Robert Covington', 'Nelson J. Davis']","An alcoholic reporter, Dougie Pierce, held hostage by infamous criminals ""Bunny and Clive,"" gets a chance at a career-defining interview. Survival becomes his only ticket to exposing their secrets.",,76.0
97,movie,Waymore Place,2024.0,1.0,tt29380101,Drama,9.7,"['Rashiid Hewitt', 'Millimeter Mac']",['Zoey K Taylor'],"['Debbie Bazza', 'Troy Cannonier', 'Julius Carr']",A family drama centered around a prosperous African-American family and their daily struggles.,,
98,movie,Doraemon the Movie: Nobita's Earth Symphony,2024.0,3.0,tt29402528,Drama,6.6,['Kazuaki Imai'],"['Fujio F. Fujiko', 'Dai Satô', 'Kazuaki Imai']","['Wasabi Mizuta', 'Megumi Ôhara', 'Yumi Kakazu']","Doraemon y sus amigos se embarcan en una aventura para conocer nuevos amigos, conectar con la gente a través de la música y salvar al mundo de una crisis.",,115.0
99,movie,the Occasion,2024.0,12.0,tt29418728,Drama,,['Dylan Blount'],"['Dylan Blount', 'Jacob Goldberg']","['Jamie Adkins', 'Steve Guynn', 'Drew Shackleford']","Jack Jarlsberg is a guest to one of the most awkward dinner parties of his life. Invited by his mute friend Boots. Together they take an anxiety ridden journey into the human psyche thru bread crumbs, peanuts, and otherworldly delights.",,242.0
100,movie,Hayatimiz Roman,2024.0,3.0,tt29439922,Drama,5.8,['Savas Sancak'],['Cavidan Balci'],"['Anil Altan', 'Asli Bekiroglu', 'Anil Ilter']","The film, dedicated to all living Romanis, tells the story of what happened after a murder committed in a Romani neighborhood.",,105.0
101,movie,Social Creatures,2024.0,4.0,tt29441864,Drama,,['Tim J Record'],['Tim J Record'],"['Bri Wehman', 'Brandon Walker', 'Devin Hite']","A young architect seeks closure from her father's untimely demise. A prominent Dallas builder, an ""A-List"" celebrity, a hippie friend, and a guinea pig provide drama, intrigue, and eerie coincidence sprinkled with a dusting of dark comedy.",,72.0
102,movie,Que notre joie demeure,2024.0,4.0,tt29478506,Drama,,['Cheyenne Carron'],['Cheyenne Carron'],"['Daniel Berlioux', 'Oussem Kadri', 'Majida Ghomari']","Father Jacques Hamel and Adel Kermiche, two destinies crossed for the worse. In July 2016, Adel killed Father Hamel in his church. His chaotic path, turned towards destiny, destroyed a life turned towards others and the sacred. Yet from this annihilation sprang an act of kindness... Leer todo",,108.0
103,movie,Dragoons,2024.0,2.0,tt28862483,Drama,,['Reinis Ubelis'],['Reinis Ubelis'],"['Sergejs Brusovs', 'Dace Eversa', 'Arnolds Osis']","Father to be, Pavel, with his pregnant girlfriend, Sabine, spend their days living like nomads and breaking in houses in search for food and resources. When their travels bring them to a grotesque forest, they get lost, but find refuge in the Dragoon's manor just in time for Sabi... Leer todo",,77.0
104,movie,3EME OEIL,2024.0,9.0,tt29481454,Drama,,['Tatiana Becquet Genel'],[],"['Tatiana Becquet Genel', 'Vidal Julia', 'Valérie Moinet']","Fanny, a journalist, finds a photo album revealing Christiana's life, an obscure photographer. Investigating, she locates Christiana's exhibited works, including self-portraits with a Love Doll, in Paris.",,122.0
105,movie,Finding Tony,2024.0,5.0,tt29486067,Drama,8.0,['Raven Magwood Goodson'],['Raven Magwood Goodson'],"['Stephen Bishop', 'Raquel Justice', 'Josh Ventura']","Viudo y deprimido tras perder todo, una exestrella de la NBA se ve obligado a entrenar a un equipo de baloncesto femenino universitario, donde descubre a un talento huérfano que le devuelve la pasión por el deporte.",,
106,movie,How 2 Catch a Baller,2024.0,8.0,tt29497194,Drama,,['Felicia Rivers'],"['Tamara Butler', 'Zakee Slim Kornegay', 'Felicia Rivers']","['Mike Ajide', 'Charity Lovely Badazz Alston', 'Jaquira Alston']",,,
107,movie,Hatiran Yeter,2024.0,2.0,tt29506334,Drama,5.0,['Ömer Faruk Yardimci'],"['Ilter Aykac', 'Ömer Faruk Yardimci']","['Aytaç Sasmaz', 'Sümeyye Aydogan', 'Ferit Aktug']","The story starts from the fact that the world is a silent place for the hearing-impaired Baha. However, his life changes when he meets someone with a similar condition named Leyla. Leyla opens a way for Baha to rediscover the world, and this love turns into Baha's greatest challe... Leer todo",,138.0
108,movie,Nenormalnyy,2024.0,3.0,tt29519507,Drama,6.4,['Ilya Malanin'],"['Roman Kantor', 'Sergey Kozin']","['Aleksandr Yatsenko', 'Illarion Marov', 'Shiyue Xu']","8-year-old Kolya is not like everyone else. The boy's mother, Tatyana, following the doctors, no longer believes that the congenital disease will recede and the child will one day become ""normal."" But her new acquaintance Yuri is determined to put Kolya on his feet with the help ... Leer todo",,103.0
109,movie,Auction,2024.0,5.0,tt29521687,Drama,6.5,['Pascal Bonitzer'],"['Pascal Bonitzer', 'Iliana Lolic']","['Alex Lutz', 'Léa Drucker', 'Nora Hamzawi']","André Masson, specialist in modern art, receives a letter according to which a painting by Egon Schiele had been discovered in Mulhouse. He finds that the work has been missing since 1939. This discovery puts his career in danger.",,91.0
110,movie,No New Friends,2024.0,2.0,tt29533430,Drama,3.6,['Felicia Rivers'],"['Jawanza Brown', 'Felicia Rivers']","['Elaine Aikens', 'Mike Ajide', 'Chelle Alexis']","Cuando un grupo de amigos celebra una reunión para recordar la vida de un amigo de la infancia que falleció diez años antes, descubren que un amigo necesitado no siempre es un amigo de verdad.",,
111,movie,Sixty Minutes,2024.0,1.0,tt29538571,Drama,5.7,['Oliver Kienle'],"['Philip Koch', 'Oliver Kienle']","['Emilio Sakraya', 'Dennis Mojen', 'Marie Mouroum']","Desesperado por no perder la custodia de su hija, un luchador de artes marciales mixtas abandona una pelea y recorre Berlín a todo gas para verla el día de su cumpleaños.","Octavio Bergmann (Emilio Sakraya) was set to fight Benko (Aristo Luis), but the constant delay in the match started to bother him. He had promised his daughter, Leonie (Morik Heydo), that he would bring her a cake and a surprise birthday present. Octavio had to reach home by six, and he was convinced that he would make it back in time.
Mina (Livia Matthes), Octavio's ex-wife, was worried that, once again, he would fail to keep his promise. She could not watch Leonie get her heart broken over and over again, and she refused to put up with him anymore.Octavio was a young father whose work commitments made it difficult for him to be there for Leonie, but this time, he was hellbent on making it to the birthday party. Paul, his manager, syncs his watch with Octavio's.
He had made it to the dressing room at the arena and was ready for the fight, and just a minute before he entered the cage, he received a call from Mina. She had decided to file for Leonie's sole custody, and Octavio would receive the legal documents by the next day. She would reconsider her decision if he made it home by six.
It is 5 pm, and Octavio had only one hour in hand. He decided to walk away from the fight to be with his daughter. In one hour, Octavio had to get the cake he had ordered and pick up the kitten he had chosen for Leonie from the animal shelter. He believed he would make it in time.Octavio's manager and friend, Paul (Dennis Mojen), tried to stop him from running away from the match. As soon as he stepped out, Octavio had goons following him. They were desperate to get a hold of him and put him in the cage with Benko. Octavio figured out that Paul was hiding something from him. After tackling the goons, he contacted Paul and learned that the fight was fixed. Chino (Paul Wollin) had bet all his money on Octavio, and Benko was supposed to go down by the third round. Chino would lose every penny of his $75,000 if Octavio did not make it back to the fight. Paul requested that Octavio return.Chino's men continued to follow Octavio, and he headed to his gym to get help from his sparring partners Cosima (Marie Mouroum) and Anika. Cosmina has been asking Octavio for a raise for months and is not getting paid.
While Cosima, Bruno (Bruno Salgueiro), and Anika (Eniko Fulop) handled the goons, Octavio made a run for his life.
Octavio was arrested by the police for suspicious activity and insulting a police officer. He tried to reason with them, but they were persistent about taking him to the station. Chino's men ran their car into the police vehicle to get a hold of Octavio. But the MMA champion managed to escape once again. He lost his cool when Chino's brother Winkler (Florian Schmidtke) followed him to the bakery and destroyed the cake he had ordered for Leonie. Octavio pinned him to the ground and repeatedly punched him. As soon as he left the store, Benko started to chase him, and it turned out he, too, had his money involved. Rico (Jose Barros), a biker and Octavio's friend, came to Octavio's rescue, but he soon realized that he, too, had an ulterior motive. Rico takes Octavio to an underground club.Octavio was tied down to a chair, and an elderly woman, Danica (Tatjana Sojic), sat across him. She interrogated Octavio, and was after Chino. After realizing that Octavio was not lying when he confessed that he walked from the match to meet his daughter, they decided to use him as bait to get to Chino. Chino owed $500,000 to Danica, which he also bet on Octavio in the fight.
Octavio once again ran away from the danger and made it to the subway.After catching his breath, he was back to getting chased. Benko and his men followed him to an underground nightclub, and the two fought it out. Octavio successfully overpowered him and walked out of the club.
He was surprised to see Paul outside, and he realized that Paul had been tracking his every movement. His trusted friend had been providing his location to Chino. Paul tried to explain himself, stating that he was also in a tough spot and did whatever he could to protect himself. But Octavio was done listening to him; it was because of Paul that the gambling mafia was after him. Paul walked away, and Octavio made it to his parents' house.Octavio's parents were concerned when they saw his deep-cut wound. Octavio did not share a fond relationship with his father Marco (Vassilis Koukalani). Marco never approved of Octavio's decision to become an MMA fighter.
Marco chose to be honest with him and showed him a mirror. He stated how Octavio was afraid of the responsibilities he had to take on as a father, and that was why he always made excuses and stayed away. It was his fear of being a bad influence on Leonie and an imperfect father that always forced him to be on the run. Octavio did not have a steady father figure in his life. Marco was his stepfather or perhaps he had been absent throughout Octavio's childhood. The conversation helped Octavio to think clearly, and he headed out once again.Paul had called him in between, and from the little that he said, Octavio knew that Chino and his men were still with him. They wanted to know his location, and Octavio decided it was time he took care of the situation instead of simply running away from it. He informed Paul that he was at the animal shelter. He called Rico and asked him to update Danica on Chino's location. Octavio went ahead and informed the police that the gang responsible for running into a police vehicle would be at the animal shelter.Octavio finally got the kitten he intended on gifting Leonie, but before he could head out, Chino arrived with his men. Chino was mad and threatened to make Paul and Octavio's lives miserable. He believed he owned them now, and just at the right moment, the gambling mafia's gang arrived. Paul and Octavio tried to escape, but Chino followed them. He had a gun in his hand and was ready to shoot Octavio dead, but thankfully, Cosima arrived. She had followed Paul to the location and waited for the right moment to show herself. Chino was almost impossible to stop, but Paul, Cosima, and Octavio fought together to scare him away.With the kitten in his arms, Octavio was about to make it to Leonie's party when, once again, Chino stopped him. Chino is about to shoot Octavio when Cosmina intervenes. Cosmina and Paul together engage Chino and allow Octavio to escape, but not before Chino beats up Octavio badly with a crowbar. Paul stops Chino when he gets hold of his gun and forces him to retreat.
Chino confronts Octavio in the street but is too weak to fight him and collapses. Octavio reaches home, but the hour is long over, and he is late.Octavio was about to make it to the driveway when his body gave up. He had lost a lot of blood and collapsed on the road. He heard Leonie's voice just as he was about to give up. She came running to him and hugged him tight. At that moment, Octavio no longer experienced any physical pain-he was at peace with his daughter in his arms.Mina noticed the kitten and realized that it must have been Octavio, who got it for Leonie. Even though they had separated, Mina had a change of heart when she saw Octavio with their daughter. She could not take the one thing that mattered in his life away from him.In the end, he was successful in keeping his promise, and he also managed to get away from the blood-hungry mob. The gambling mafia gang is extremely influential, and the police will possibly face resistance. The low-level gang members will make it to prison, and we can expect Chino's life to be miserable if he is arrested by the police. Chino has nowhere to escape, considering both the police and the mafia are after him.
Paul has hopefully learned his lesson and will not keep Octavio out of the loop while making an important decision. We can expect Cosimo to finally get the 25% raise she has been asking for.",88.0
112,movie,Lost and Found,2024.0,2.0,tt29547063,Drama,,"['Dianna Renée', 'Tayton Troidl']","['Alikona Shizue Bradford', 'Amy Zubieta']","['DeShaude Barner', 'Alikona Shizue Bradford', 'Genevieve Fekson']","In the heart of the great outdoors, a story of broken friendships and unresolved conflicts takes an unexpected turn. When Meggie, the center of a once-tight group of friends, passes away, she leaves behind a unique request: to bring together her estranged pals - April, Dakota, an... Leer todo",,
113,movie,Greetings from Arizona,2024.0,1.0,tt29567033,Drama,,"['Margaret Sclafani', 'Zach Singer']","['Margaret Sclafani', 'Zach Singer']","['Jazz Aguon', 'Austin Buchanan', 'Nick Gomez']",A 35-year-old writer confronts her sense of purpose and the wounded elements of her psyche in this semi-autobiographical exploration of grief and unresolved trauma. Margaret's long suppressed heartbreak is reawakened by a deadly pandemic and national turmoil resulting in a fever ... Leer todo,,75.0
114,movie,National Theatre Live: Vanya,2024.0,2.0,tt29578220,Drama,8.6,['Sam Yates'],"['Anton Chekhov', 'Simon Stephens']",['Andrew Scott'],"Andrew Scott da vida a múltiples personajes en la obra de Chéjov Tío Vania, rodada en directo en West End, Londres. Las esperanzas, los sueños y los remordimientos se ponen de relieve explorando la complejidad de las emociones humanas.",,122.0
115,movie,Three Secrets,2024.0,4.0,tt29605355,Drama,6.0,"['Eric Huynh', 'Matthew Paul Smith']",['Kitt Johnson'],"['Amariah Taylor Bendolph', 'Simon Bradshaw', 'Rayana Briggs']","Struck with the grief after losing her child, Naomi is stuck in a depression while her husband begins to stray from their marriage. Hoping to bring life back into their boring marriage, he invites her to go out with him and they meet a mysterious woman who joins them for the even... Leer todo",,
116,movie,Ittaa Kittaa,2024.0,1.0,tt29615171,Drama,7.6,"['Manthan Purohit', 'Abhinn Sharma']","['Antima Pawar', 'Azhar Saiyed']","['Manasi Parekh', 'Raunaq Kamdar', 'Alpana Buch']","The Jariwala family is devastated when Kavya is diagnosed infertile. Craving a child, she and husband Nirav adopt two girls, 7 and 13, accidentally.",,123.0
117,movie,Hail Mary,2024.0,2.0,tt29643961,Drama,,['Akela Heard'],['Akela Heard'],[],,,
118,movie,Runnin' from Wolves,2024.0,2.0,tt29667653,Drama,7.0,['Jay Alexander'],"['Jay Alexander', 'Chris Wick']","['Jay Alexander', 'Chris Wick', 'Myra Symone Popova']","After successfully robbing of one of Detroit's most profitable mobs, two heads of a criminal enterprise become sworn enemies after an act of betrayal, which escalates into a series of violence, kidnapping, and murder.",,133.0
119,movie,Moy lyubimyy chempion,2024.0,6.0,tt29685010,Drama,2.3,['Aleksandr Danilov'],['Anna Karakova'],"['Ekaterina Vilkova', 'Ilya Lyubimov', 'Lyudmila Artemeva']","Jonathan was once a champion. A handsome stallion, his master's faithful horse, the favorite of his little daughter Sasha. But one day everything changed. During a fire in the stable, the owner died while saving his horse. Time has passed, but it's as if something has gone out in... Leer todo",,95.0
120,movie,Kaalamundan,2024.0,2.0,tt29687204,Drama,,['Kaladharan'],['Pradeep Panicker'],"['Kudassanad Kanakam', 'Vava Suresh', 'Vijayaraghavan']",,,
